claim_id,book_id,book_title,chapter_title,section_title,paragraph_index,location_text,ebook_locator,claim_text,sentence_index,citation_status,citation_marker_text,citation_marker_location_text,citation_context,confidence,trigger_rule,trigger_terms,notes,verified,verifier,verification_notes
CLM-000001,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Table of Contents,,7,HughesJohnson2023-scaling-people.epub > Table of Contents >  > para 7,epub:spine=5;para=7,3. Distinguish between management and leadership,3,not_cited,,,,0.65,QUANTITATIVE,3,,,,
CLM-000220,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why reorganize your team (or teams)?,107,HughesJohnson2023-scaling-people.epub > Team structures > Why reorganize your team (or teams)? > para 107,epub:spine=15;para=107,"This type of trigger is often why teams make structural changes at the end or beginning of a new year or new fiscal year, when companies and teams are setting new priorities and need to adjust.",3,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000221,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why reorganize your team (or teams)?,108,HughesJohnson2023-scaling-people.epub > Team structures > Why reorganize your team (or teams)? > para 108,epub:spine=15;para=108,Their team must now be led by a different manager.,2,not_cited,,,,0.8,NORMATIVE,must,,,,
CLM-000222,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why reorganize your team (or teams)?,108,HughesJohnson2023-scaling-people.epub > Team structures > Why reorganize your team (or teams)? > para 108,epub:spine=15;para=108,"Manager changes almost always lead to some team changes, and the more senior the manager, the bigger the reverberations.",4,not_cited,,,,0.8,CAUSAL|GENERALIZATION,lead to|always,,,,
CLM-000223,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why reorganize your team (or teams)?,109,HughesJohnson2023-scaling-people.epub > Team structures > Why reorganize your team (or teams)? > para 109,epub:spine=15;para=109,"There’s a third trigger I’ve often seen misused: an underperforming team, or a team that otherwise isn’t working well together.",0,ambiguous,see Chapter,same_paragraph_other,"deeper rather than default to restructuring. You may need to bring in a new leader, change how the team works, or do more work to converge around a shared vision. (See the section on underperforming teams on page 320 for more on this, and see Chapter 5 for more on managing leadership performance issues.) You may need to change out some talent or even work on yourself to improve how you lead. Be careful not to use reorgs as a catchall solution for a team’s problems.",0.65,GENERALIZATION,often,,,,
CLM-000224,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why reorganize your team (or teams)?,109,HughesJohnson2023-scaling-people.epub > Team structures > Why reorganize your team (or teams)? > para 109,epub:spine=15;para=109,"(See the section on underperforming teams on page 320 for more on this, and see Chapter 5 for more on managing leadership performance issues.)",6,ambiguous,see Chapter,same_sentence,"(See the section on underperforming teams on page 320 for more on this, and see Chapter 5 for more on managing leadership performance issues.)",0.65,QUANTITATIVE,320 ,,,,
CLM-000225,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Structure versus stability,114,HughesJohnson2023-scaling-people.epub > Team structures > Structure versus stability > para 114,epub:spine=15;para=114,"If your company has been growing a lot and your teams have been restructuring often, you may want to delay yet another disruption to your employees’ work in favor of stability.",1,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000226,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Phase 0 (one month): Decide whether you need a reorg and determine your new structure,122,HughesJohnson2023-scaling-people.epub > Team structures > Phase 0 (one month): Decide whether you need a reorg and determine your new structure > para 122,epub:spine=15;para=122,"This phase should only involve a very small number of people: your manager, HR, and maybe the peers who could be affected and need to weigh in on a final structure.",0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000227,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Phase 0 (one month): Decide whether you need a reorg and determine your new structure,122,HughesJohnson2023-scaling-people.epub > Team structures > Phase 0 (one month): Decide whether you need a reorg and determine your new structure > para 122,epub:spine=15;para=122,(See the section on team structures on page 262.),2,not_cited,,,,0.65,QUANTITATIVE,262,,,,
CLM-000228,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Phase 0 (one month): Decide whether you need a reorg and determine your new structure,123,HughesJohnson2023-scaling-people.epub > Team structures > Phase 0 (one month): Decide whether you need a reorg and determine your new structure > para 123,epub:spine=15;para=123,"The outcome of this stage should be that you have a design for the new structure with every person accounted for and that you, your manager, and your peers are on board with the change.",1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000229,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Phase 2 (one to two days): Create a communications plan and inform all of those affected,127,HughesJohnson2023-scaling-people.epub > Team structures > Phase 2 (one to two days): Create a communications plan and inform all of those affected > para 127,epub:spine=15;para=127,Tell the teams and people who are most impacted first—usually those who will have a new manager.,0,not_cited,,,,0.65,GENERALIZATION,usually,,,,
CLM-000230,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Phase 2 (one to two days): Create a communications plan and inform all of those affected,129,HughesJohnson2023-scaling-people.epub > Team structures > Phase 2 (one to two days): Create a communications plan and inform all of those affected > para 129,epub:spine=15;para=129,"Reorgs are often an opportunity for leaders and team members to take on more responsibility and step up in the new structure, so treat them as an opportunity, not a cost.",0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000231,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Career conversations,131,HughesJohnson2023-scaling-people.epub > Team structures > Career conversations > para 131,epub:spine=15;para=131,These conversations never fail to yield important insights about individuals’ motivations and how their own aspirations may or may not fit within the team mission.,2,not_cited,,,,0.65,GENERALIZATION,never,,,,
CLM-000232,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Career conversations,132,HughesJohnson2023-scaling-people.epub > Team structures > Career conversations > para 132,epub:spine=15;para=132,These conversations should take place after a few months of working together so that you know each other well enough to be comfortable talking about ambitions and motivations but before any sort of formal performance review has taken place.,0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000233,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Career conversations,132,HughesJohnson2023-scaling-people.epub > Team structures > Career conversations > para 132,epub:spine=15;para=132,"A bigger-picture discussion like this will help you get to know each other, build trust, and, ideally, inform your ability to make better decisions about what that person should focus on to achieve their career goals, whether inside or outside the team.",1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000234,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Delegating,141,HughesJohnson2023-scaling-people.epub > Team structures > Delegating > para 141,epub:spine=15;para=141,"Successfully delegating work should provide you and your team with more leverage, develop your people, build trust with your team, cultivate mutual reliance across your reports, and help you retain good talent.",3,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000235,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Delegating,149,HughesJohnson2023-scaling-people.epub > Team structures > Delegating > para 149,epub:spine=15;para=149,The DRI is sometimes a team leader or executive but could just as often be a team member.,1,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000236,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Delegating,151,HughesJohnson2023-scaling-people.epub > Team structures > Delegating > para 151,epub:spine=15;para=151,"Much like a Code Yellow—see the sidebar on page 266—the most useful aspect of the term is that everyone knows what it means, and thus it affords the DRI the authority to do what’s needed to meet objectives.",1,not_cited,,,,0.65,QUANTITATIVE,266,,,,
CLM-000237,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,When to delegate,174,HughesJohnson2023-scaling-people.epub > Team structures > When to delegate > para 174,epub:spine=15;para=174,"If the work you’re doing is not in the upper-right quadrant (high impact–trapdoor outcome) and you’re managing a team or teams, you should almost always delegate it.",0,not_cited,,,,0.8500000000000001,NORMATIVE|GENERALIZATION,you should|always,,,,
CLM-000238,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,When to delegate,174,HughesJohnson2023-scaling-people.epub > Team structures > When to delegate > para 174,epub:spine=15;para=174,"For example, sometimes you should delegate high-impact trapdoor decisions to help someone on your team grow.",2,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000239,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Offsites,191,HughesJohnson2023-scaling-people.epub > Team structures > Offsites > para 191,epub:spine=15;para=191,"I won’t get into details of the offsite persona I developed, “late-night Claire,” other than to say that I’m usually early to bed, but the team soon delighted in keeping me up to see what nonsensical strategic ideas and colorful stories emerged.",3,not_cited,,,,0.65,GENERALIZATION,usually,,,,
CLM-000240,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why have an offsite?,197,HughesJohnson2023-scaling-people.epub > Team structures > Why have an offsite? > para 197,epub:spine=15;para=197,"And it’s not just about the icebreakers—if your team is geographically dispersed, planning together in the same physical location is a particularly powerful way to enable them to work separately.",1,not_cited,,,,0.75,CAUSAL,enable,,,,
CLM-000241,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Why have an offsite?,202,HughesJohnson2023-scaling-people.epub > Team structures > Why have an offsite? > para 202,epub:spine=15;para=202,They’re not for solving talent issues—see the section on restructuring on page 278 for that—but rather for forming stronger bonds within a team that has already been designed to work well together.,1,not_cited,,,,0.65,QUANTITATIVE,278 ,,,,
CLM-000242,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Which type of offsite is most appropriate?,203,HughesJohnson2023-scaling-people.epub > Team structures > Which type of offsite is most appropriate? > para 203,epub:spine=15;para=203,I recommend that more senior teams have more frequent offsites.,3,not_cited,,,,0.8,NORMATIVE,recommend,,,,
CLM-000243,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Which type of offsite is most appropriate?,203,HughesJohnson2023-scaling-people.epub > Team structures > Which type of offsite is most appropriate? > para 203,epub:spine=15;para=203,"For very senior teams, I recommend going off-site at least two or three times a year, adding new members each time.",4,not_cited,,,,0.8,NORMATIVE,recommend,,,,
CLM-000244,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Which type of offsite is most appropriate?,203,HughesJohnson2023-scaling-people.epub > Team structures > Which type of offsite is most appropriate? > para 203,epub:spine=15;para=203,More junior teams should hold an offsite at least annually.,5,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000245,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,What is your team’s development stage?,204,HughesJohnson2023-scaling-people.epub > Team structures > What is your team’s development stage? > para 204,epub:spine=15;para=204,44 (Note that there isn’t a standardized length of time a team might stay in a particular phase.) Knowing your team’s development phase provides insight into how you should structure the offsite agenda to help them move forward.,2,not_cited,,,,0.8500000000000001,NORMATIVE|QUANTITATIVE,you should|44,,,,
CLM-000246,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,What is your team’s development stage?,205,HughesJohnson2023-scaling-people.epub > Team structures > What is your team’s development stage? > para 205,epub:spine=15;para=205,45 Actively work to increase and secure psychological safety in each phase of team development.,1,not_cited,,,,0.65,QUANTITATIVE,45 ,,,,
CLM-000247,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,What is your team’s development stage?,234,HughesJohnson2023-scaling-people.epub > Team structures > What is your team’s development stage? > para 234,epub:spine=15;para=234,(Table 8 on the next page offers some examples of task-focused versus team-focused activities.),5,not_cited,,,,0.65,QUANTITATIVE,8 ,,,,
CLM-000248,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Meetings,254,HughesJohnson2023-scaling-people.epub > Team structures > Meetings > para 254,epub:spine=15;para=254,One critical team activity that doesn’t usually take place in a unique location but happens very frequently is the team meeting.,0,not_cited,,,,0.65,GENERALIZATION,usually,,,,
CLM-000249,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Building common understanding,266,HughesJohnson2023-scaling-people.epub > Team structures > Building common understanding > para 266,epub:spine=15;para=266,"If it’s a new team, get on the same page about its purpose—as described in the sections on team missions and charters on page 60—and agree on team norms, such as responding in a timely fashion to requests for input on one another’s work, excusing yourself from the meeting if you have to take care of something that’s distracting you, and so on.",2,not_cited,,,,0.65,QUANTITATIVE,60,,,,
CLM-000250,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Figure out logistics,289,HughesJohnson2023-scaling-people.epub > Team structures > Figure out logistics > para 289,epub:spine=15;para=289,"Because I often lead global teams that span many time zones, I find that agreeing on the meeting time is an important step to build empathy between participants and generate buy-in.",1,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000251,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Operator mode versus creator mode,303,HughesJohnson2023-scaling-people.epub > Team structures > Operator mode versus creator mode > para 303,epub:spine=15;para=303,"So far, I’ve chiefly discussed “operator mode” meetings, or what Paul Graham would call manager meetings, which tend to have clear agendas and are for decisions, updates, priorities, and alignment.",2,not_cited,,,,0.65,GENERALIZATION,tend to,,,,
CLM-000252,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Use a decision-making framework,347,HughesJohnson2023-scaling-people.epub > Team structures > Use a decision-making framework > para 347,epub:spine=15;para=347,"But even with a great framework, the work style composition of your team will often influence how you make decisions.",0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000253,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,A note on leadership team meetings,354,HughesJohnson2023-scaling-people.epub > Team structures > A note on leadership team meetings > para 354,epub:spine=15;para=354,"53 The idea is that leaders must make a commitment to the success of their first team—the leadership team—above that of their second team, the one they directly lead.",1,not_cited,,,,0.8500000000000001,NORMATIVE|QUANTITATIVE,must|53 ,,,,
CLM-000254,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Monday morning: three hours,356,HughesJohnson2023-scaling-people.epub > Team structures > Monday morning: three hours > para 356,epub:spine=15;para=356,(See the chapter appendix on page 341 for a leadership meeting template.),3,not_cited,,,,0.65,QUANTITATIVE,341 ,,,,
CLM-000255,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Monday morning: three hours,361,HughesJohnson2023-scaling-people.epub > Team structures > Monday morning: three hours > para 361,epub:spine=15;para=361,I’ve been asked how often Stripe adds someone to the senior leadership team.,0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000256,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Monday morning: three hours,361,HughesJohnson2023-scaling-people.epub > Team structures > Monday morning: three hours > para 361,epub:spine=15;para=361,"Often, those people will ask about a spot on the executive team.",3,not_cited,,,,0.65,GENERALIZATION,Often,,,,
CLM-000257,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Monday morning: three hours,364,HughesJohnson2023-scaling-people.epub > Team structures > Monday morning: three hours > para 364,epub:spine=15;para=364,Leaders at other companies seem relieved when I explain that we had to evolve our leadership groupings and meeting structures quite often as we scaled.,0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000258,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Offsites: two full days every quarter,367,HughesJohnson2023-scaling-people.epub > Team structures > Offsites: two full days every quarter > para 367,epub:spine=15;para=367,But offsites alone won’t enable distributed teams to develop successfully.,3,not_cited,,,,0.75,CAUSAL,enable,,,,
CLM-000259,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Managing distributed and remote teams,370,HughesJohnson2023-scaling-people.epub > Team structures > Managing distributed and remote teams > para 370,epub:spine=15;para=370,"Stripe has had remote employees since its early years, so we often get asked how to support distributed teams and remote work.",0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000260,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Coordination,372,HughesJohnson2023-scaling-people.epub > Team structures > Coordination > para 372,epub:spine=15;para=372,"People and teams have to be more diligent about what information is documented, how decisions are made, and where discussions are held because they’re operating in different physical locations and often in different time zones.",1,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000261,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Coordination,376,HughesJohnson2023-scaling-people.epub > Team structures > Coordination > para 376,epub:spine=15;para=376,(See Table 9 on page 314 for more on the types of challenges remote teams face and how to address them.),1,ambiguous,See Table,same_sentence,(See Table 9 on page 314 for more on the types of challenges remote teams face and how to address them.),0.65,QUANTITATIVE,9 ,,,,
CLM-000262,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Cohesion,386,HughesJohnson2023-scaling-people.epub > Team structures > Cohesion > para 386,epub:spine=15;para=386,"In May 2019, Stripe launched its fifth engineering hub: remote.",1,not_cited,,,,0.65,QUANTITATIVE,2019,,,,
CLM-000263,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Make room for in-person time,404,HughesJohnson2023-scaling-people.epub > Team structures > Make room for in-person time > para 404,epub:spine=15;para=404,"Usually, the leads would come to San Francisco, where we’d have two days of working offsites and at least one team social event.",3,not_cited,,,,0.65,GENERALIZATION,Usually,,,,
CLM-000264,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Make room for in-person time,404,HughesJohnson2023-scaling-people.epub > Team structures > Make room for in-person time > para 404,epub:spine=15;para=404,Those traveling to San Francisco would typically visit for a full week to meet with other people and teams as well.,4,not_cited,,,,0.65,GENERALIZATION,typically,,,,
CLM-000265,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Make room for in-person time,406,HughesJohnson2023-scaling-people.epub > Team structures > Make room for in-person time > para 406,epub:spine=15;para=406,"When you’re first forming a remote team, plan to meet at least once a quarter, if not more often.",1,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000266,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Going global,409,HughesJohnson2023-scaling-people.epub > Team structures > Going global > para 409,epub:spine=15;para=409,This often comes up for sales teams with respect to the kinds of relationship-building activities clients expect.,1,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000267,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Going global,409,HughesJohnson2023-scaling-people.epub > Team structures > Going global > para 409,epub:spine=15;para=409,Think about how you will help your teams understand prevailing behaviors without feeling like they must follow all of them when conducting business.,4,not_cited,,,,0.8,NORMATIVE,must,,,,
CLM-000268,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Role,413,HughesJohnson2023-scaling-people.epub > Team structures > Role > para 413,epub:spine=15;para=413,"Engineering, product, and design roles typically require more collaboration to get work done, while some roles, like legal and finance, can be done more independently.",1,not_cited,,,,0.65,GENERALIZATION,typically,,,,
CLM-000269,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Manager support,415,HughesJohnson2023-scaling-people.epub > Team structures > Manager support > para 415,epub:spine=15;para=415,"Aside from empathy for the experiences of people not in the same room, managers of remote teams must develop management practices and mitigation strategies for the issues that tend to crop up with remote work.",0,not_cited,,,,0.8500000000000001,NORMATIVE|GENERALIZATION,must|tend to,,,,
CLM-000270,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Manager support,415,HughesJohnson2023-scaling-people.epub > Team structures > Manager support > para 415,epub:spine=15;para=415,"In addition, they should be structured and consistent in how they connect with the team through 1:1s and other information-sharing tactics, like the snippets docs I mentioned in my discussion of Stripe’s leadership meetings.",3,not_cited,,,,0.8500000000000001,NORMATIVE|QUANTITATIVE,should|1,,,,
CLM-000271,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Experience level,417,HughesJohnson2023-scaling-people.epub > Team structures > Experience level > para 417,epub:spine=15;para=417,"Consider the documentation, norms, and practices you’ll need to enable folks to get their work done and to stay connected to their team and to the company, and build those in from day one.",3,not_cited,,,,0.75,CAUSAL,enable,,,,
CLM-000272,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Underperforming teams,418,HughesJohnson2023-scaling-people.epub > Team structures > Underperforming teams > para 418,epub:spine=15;para=418,"If your teams are reviewing their goals and metrics at the right cadence, you should be able to catch that something is off track before the issue becomes too unwieldy, and you’ll hopefully be able to solve the root problem.",1,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000273,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Investigate the root cause by asking some probing questions,420,HughesJohnson2023-scaling-people.epub > Team structures > Investigate the root cause by asking some probing questions > para 420,epub:spine=15;para=420,Test your hypothesis in 1:1s with the relevant team members and see what comes to light.,1,not_cited,,,,0.65,QUANTITATIVE,1,,,,
CLM-000274,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Investigate the root cause by asking some probing questions,420,HughesJohnson2023-scaling-people.epub > Team structures > Investigate the root cause by asking some probing questions > para 420,epub:spine=15;para=420,"If your team members confirm that that’s the case, dig into why there seem to be so many dependencies, or whether the team is missing capabilities or resources that would prevent the bottleneck.",3,not_cited,,,,0.75,CAUSAL,prevent,,,,
CLM-000275,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,423,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 423,epub:spine=15;para=423,"Usually, the reasons are more in the team’s control than they think, so push on this.",1,not_cited,,,,0.65,GENERALIZATION,Usually,,,,
CLM-000276,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,430,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 430,epub:spine=15;para=430,"If the issue is your team’s skill set or a collaboration issue across team members, continue to develop your hypothesis on the root cause, and seek data to build confidence that you’ve identified the true source of the problem.",0,ambiguous,see Chapter,same_paragraph_other,"u don’t see a positive change, consider shifting one or both people to another team. In addition, consider whether one of the individuals involved may in fact have a performance issue in the form of poor collaboration skills—in which case, see Chapter 5 for more on feedback and performance management.",0.75,CAUSAL,cause,,,,
CLM-000277,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,430,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 430,epub:spine=15;para=430,"If it’s an issue with an individual on the team, consult the sections on feedback in Chapter 5 for guidance.",1,ambiguous,see Chapter,same_paragraph_other,"u don’t see a positive change, consider shifting one or both people to another team. In addition, consider whether one of the individuals involved may in fact have a performance issue in the form of poor collaboration skills—in which case, see Chapter 5 for more on feedback and performance management.",0.65,QUANTITATIVE,5 ,,,,
CLM-000278,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,430,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 430,epub:spine=15;para=430,"In addition, consider whether one of the individuals involved may in fact have a performance issue in the form of poor collaboration skills—in which case, see Chapter 5 for more on feedback and performance management.",6,ambiguous,see Chapter,same_sentence,"In addition, consider whether one of the individuals involved may in fact have a performance issue in the form of poor collaboration skills—in which case, see Chapter 5 for more on feedback and performance management.",0.65,QUANTITATIVE,5 ,,,,
CLM-000279,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,431,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 431,epub:spine=15;para=431,Conduct or ask a neutral party like HR to conduct a series of interviews with team members—like a 360° review process but for a team—and have them write up a summary.,3,not_cited,,,,0.65,QUANTITATIVE,360,,,,
CLM-000280,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,432,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 432,epub:spine=15;para=432,"In my experience, missing a goal is often due to a dependency, or many dependencies, on other teams.",0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000281,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Have an open conversation about the issue in your team meeting,432,HughesJohnson2023-scaling-people.epub > Team structures > Have an open conversation about the issue in your team meeting > para 432,epub:spine=15;para=432,I often think of my work as a manager as clearing the path my team will need to travel.,5,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000282,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Working with other teams,434,HughesJohnson2023-scaling-people.epub > Team structures > Working with other teams > para 434,epub:spine=15;para=434,"For the 10 percent of cases where teams disagree about the work, escalate to the common decision-maker for both teams.",4,not_cited,,,,0.65,QUANTITATIVE,10 ,,,,
CLM-000283,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Working with other teams,437,HughesJohnson2023-scaling-people.epub > Team structures > Working with other teams > para 437,epub:spine=15;para=437,(See Table 6 on page 265 for more on the differences between working groups and teams.),2,ambiguous,See Table,same_sentence,(See Table 6 on page 265 for more on the differences between working groups and teams.),0.65,QUANTITATIVE,6 ,,,,
CLM-000284,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Working with other teams,438,HughesJohnson2023-scaling-people.epub > Team structures > Working with other teams > para 438,epub:spine=15;para=438,"Because I tend to be independent in how I accomplish work, relying more on my own teams than on peers, and because I’m innately collaborative and empathetic, I have more than once neglected to expose a critical dependency that was failing until it was too late.",2,not_cited,,,,0.75,COMPARATIVE|GENERALIZATION,more than|tend to,,,,
CLM-000285,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Working with other teams,440,HughesJohnson2023-scaling-people.epub > Team structures > Working with other teams > para 440,epub:spine=15;para=440,"Finally, in a nod to Operating Principle 3—distinguish between management and leadership—it’s useful to take a look back and assess whether you had the right strategy.",0,not_cited,,,,0.65,QUANTITATIVE,3,,,,
CLM-000286,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Diversity and inclusion,460,HughesJohnson2023-scaling-people.epub > Team structures > Diversity and inclusion > para 460,epub:spine=15;para=460,"60 As a manager, you’re responsible for the output of your team, and building a strong and diverse team that is also high-functioning is one of the most effective ways to accomplish your goals.",3,not_cited,,,,0.65,QUANTITATIVE,60 ,,,,
CLM-000287,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Diversity and inclusion,460,HughesJohnson2023-scaling-people.epub > Team structures > Diversity and inclusion > para 460,epub:spine=15;para=460,"Homogeneous teams may execute more quickly, but they don’t generally push the thinking.",4,not_cited,,,,0.65,GENERALIZATION,generally,,,,
CLM-000288,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Diversity and inclusion,462,HughesJohnson2023-scaling-people.epub > Team structures > Diversity and inclusion > para 462,epub:spine=15;para=462,"It’s not something you should ever force, but it’s important to ask yourself how well you know your team.",2,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000289,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Diversity and inclusion,462,HughesJohnson2023-scaling-people.epub > Team structures > Diversity and inclusion > para 462,epub:spine=15;para=462,"As a manager, you should constantly seek to bring different perspectives and thinking into your division, facilitate open communication, and celebrate the perspectives and insights every team member offers to benefit your users—who, I’m betting, are diverse themselves—and, by proxy, your business.",3,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000290,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Team structures,Hiring,470,HughesJohnson2023-scaling-people.epub > Team structures > Hiring > para 470,epub:spine=15;para=470,"63 With that in mind, the manager’s role becomes even more important once they’ve built a more diverse team.",4,not_cited,,,,0.65,QUANTITATIVE,63 ,,,,
