# sampling_caveat: Purposive sampling subject to availability constraints. Results describe the beliefs of the surveyed sample, not of software engineering practitioners in general, and no inference to a wider population is supported (Baltes & Ralph, 2022, Empirical Software Engineering).
# question_order_caveat: BTHSurvey provides no question-order randomisation, so all 50 claims were presented in a fixed order to every respondent. Order effects (fatigue, priming, anchoring) cannot be estimated or corrected for by this tool and stand as a documented construct-validity limitation.
# classification_rule: majority > 50% of directional answers; IDK-dominant at >= 30% of the full sample
# run_id: 20260904T170248Z-d602c796
# input_file: data/raw/export (4).xlsx
# input_sha256: d602c796f3cbfb3f5322be5551f12e280f71dbd1880fbd430253c4518e4ddd95
scope,claim_id,variable,group,reason,n_valid
subgroup,CLM-000224,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000224,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",36
subgroup,CLM-000470,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Austria,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000470,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000470,country,Brazil,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000470,country,China,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000470,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000470,country,Denmark,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000470,country,Finland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000470,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000470,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000470,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Ireland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000470,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000470,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000470,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000470,country,New Zealand,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000470,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000470,country,Other / Prefer not to say,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000470,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000470,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000470,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Singapore,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000470,country,South Africa,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000470,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000470,country,Switzerland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000470,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000470,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000470,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",39
subgroup,CLM-000015,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000015,country,Austria,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000015,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Belgium,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000015,country,Brazil,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000015,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Colombia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000015,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000015,country,Denmark,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000015,country,Finland,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000015,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000015,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000015,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000015,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000015,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000015,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,New Zealand,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000015,country,Norway,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000015,country,Other / Prefer not to say,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000015,country,Poland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000015,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Singapore,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000015,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000015,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000015,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000015,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000015,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000015,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",37
subgroup,CLM-000223,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000223,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000223,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000223,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000223,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000223,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000223,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000223,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000223,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000223,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000223,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000223,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000223,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000223,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000223,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000223,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000223,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000223,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",53
subgroup,CLM-000045,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000045,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000045,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000045,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000045,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000045,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000045,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000045,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000045,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000045,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000045,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000045,country,Norway,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000045,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000045,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000045,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000045,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000045,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000045,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000045,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000045,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",53
subgroup,CLM-000087,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000087,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000087,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Belgium,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000087,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000087,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000087,country,Denmark,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000087,country,Finland,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000087,country,Greece,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000087,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000087,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000087,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000087,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000087,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000087,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000087,country,Norway,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000087,country,Other / Prefer not to say,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000087,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000087,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000087,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000087,country,Switzerland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000087,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000087,country,Uruguay,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
unassigned,CLM-000087,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",43
subgroup,CLM-000178,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000178,country,Austria,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000178,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000178,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000178,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000178,country,Denmark,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000178,country,Finland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000178,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000178,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Ireland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000178,country,Israel,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000178,country,Italy,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000178,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000178,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000178,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000178,country,Norway,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000178,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000178,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000178,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000178,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000178,country,Switzerland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000178,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000178,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000178,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",38
subgroup,CLM-000269,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000269,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000269,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000269,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000269,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000269,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000269,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Ireland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000269,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000269,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000269,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000269,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000269,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000269,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000269,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000269,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000269,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000269,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000269,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000269,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",55
subgroup,CLM-000238,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Austria,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000238,country,Azerbaijan,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Belgium,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000238,country,Brazil,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000238,country,China,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000238,country,Denmark,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000238,country,Finland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,France,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000238,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,Ireland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000238,country,Israel,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Italy,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,Latvia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000238,country,Norway,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,Other / Prefer not to say,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000238,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000238,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,South Africa,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000238,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,Switzerland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000238,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000238,country,Uruguay,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
